,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa,id
10,0.09254315714539954,0.9437785420246294,0.11583629893238434,0.8712880928662626,0.9437785420246294,0.11583629893238434,0.8712880928662626,0.9437785420246294,0.11583629893238434,0.8712880928662626,3.3218327248667654,0.685478631752301,0.801779359430605,0.10895524656780008,0.011565836298932384,,0.9421672139708684,0.1202846975088968,0.8663455402192581,0.9421672139708684,0.1202846975088968,0.8663455402192581,0.9421672139708684,0.1202846975088968,0.8663455402192581,10.177935943060499,572.0,,2807.4985758153466,11.989679715302495,,10.0,52.99527777138423,6.518238490323084,,168.55386930105925,4.911243327402135,,,10.0,5.451185659375441,3.6862924649286315,,-1.646519852942154,0.0,,10.0,-1.3029924517157276,0.0,9.857651245551601,554.0,0.9840879237555247,0.0905693950177936,0.8993684540095387,0.0,10.0,65.0,5620.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,98.46153846153847,1.5384615384615385,,-1.3729913768757025,0.26103202846975304,,-0.32992700595175056,0.9671170904003787,,0.07721647432773548,4.565569395017791,,0.5599451157139905,4.3017468979243105,,20.296405116214235,9.04915480427047,,4.0666119739712565,5.86637152935096,0.956425400938372,0.14323843416370108,0.8408389053730106,0.956425400938372,0.14323843416370108,0.8408389053730106,0.956425400938372,0.14323843416370108,0.8408389053730106,0.910334820783592,0.1613879003558719,0.8206798583827717,0.910334820783592,0.1613879003558719,0.8206798583827717,0.910334820783592,0.1613879003558719,0.8206798583827717,0.0,0.990615669145613,0.016903914590747332,0.9812174550809054,28
11,0.9782293178519593,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.9912308989033523,0.8590375996121823,0.14492753623188406,0.7116180318139644,0.02318840579710145,10.987754965826467,0.8928568391151631,0.1608695652173913,0.6739935471238732,0.8928568391151631,0.1608695652173913,0.6739935471238732,0.8928568391151631,0.1608695652173913,0.6739935471238732,55.507246376811594,383.0,3.4964402118046265,214.66997242752777,1017.3855072463792,0.42570942667283,14.0,13.140655014445356,5210.102598302697,1.2537639123535842,49.931703911167034,207.0584299702253,0.09021232289819223,12.897922945277674,4.2,4.423867143578692,901.5091409447066,0.5010395545266964,1.1192361294529984,2.22340579710145,0.0006029571694,2.0,1.1458915555559273,3.3465133592781324,44.492753623188406,307.0,0.8940115780808026,0.21594202898550724,0.5492647768025463,5.0,2.0,16.0,690.0,37.0,67.0,6.0,10.0,31.25,5.36231884057971,0.6068840579710145,37.5,62.5,0.8162006158245964,1.9853254475312268,2.355851449275366,0.005378837210200001,1.403082732387671,4.48383336548978,0.9847953334568664,15.348780875597205,18.163447864563295,0.02960326183246,2.8076616546800306,8.468012873399704,1.39388043097786,91.78956656083423,392.35745509815314,0.13272286566341002,7.149553646695756,1432.8807257446028,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.7672209006951606,0.2492753623188406,0.49105006303980503,0.7672209006951606,0.2492753623188406,0.49105006303980503,0.7672209006951606,0.2492753623188406,0.49105006303980503,4.049691346263318,0.8184187921517933,0.1782608695652174,0.6382815496739548,29
12,0.5695695695695696,0.7208285714285714,0.273,0.3056968463886062,0.7208285714285714,0.273,0.3056968463886062,0.7208285714285714,0.273,0.3056968463886062,0.8812908992306927,0.6647619047619048,0.3,0.0,0.021,43.593036016305035,0.6617476190476189,0.279,0.24431202600216673,0.6617476190476189,0.279,0.24431202600216673,0.6617476190476189,0.279,0.24431202600216673,70.0,700.0,2.6666777598518516,4.292590308048501,3271.257999999999,0.09473884155264,10.0,1.9496276798326246,2822.7368759604396,1.433893225502841,0.9242775257981102,476.58385714285697,0.02021632305905615,69.92749860170595,4.0,0.9203791257169068,407.04761882821174,0.2283640258405646,-1.3814485027493755,1.1549999999999998,0.00096366001491,2.0,-0.5313481143125632,0.3620857717531919,30.0,300.0,0.786047619047619,0.248,0.3724696356275304,3.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0,14.285714285714285,0.0,0.0,33.33333333333333,66.66666666666666,0.9089779148834296,-1.2104731179379757,1.407,0.005310005973835,-0.2725698140337198,0.5776544682460991,1.5321036281187235,0.9197813600546327,2.9730000000000003,0.01275318647802,1.09418417155554,1.1187146743126737,1.8749120301493503,1.6492736936699308,35.54600000000001,0.02650410754481,1.909444721297511,12.058814452756392,0.7002928571428572,0.269,0.22254335260115596,0.7002928571428572,0.269,0.22254335260115596,0.7002928571428572,0.269,0.22254335260115596,0.6580238095238096,0.298,0.2781007751937982,0.6580238095238096,0.298,0.2781007751937982,0.6580238095238096,0.298,0.2781007751937982,2.0380986614602725,0.649047619047619,0.286,0.30447470817120614,31
13,0.10290237467018469,0.9782711762062135,0.05058224163027657,0.9437860838946031,0.9782711762062135,0.05058224163027657,0.9437860838946031,0.9782711762062135,0.05058224163027657,0.9437860838946031,3.320771738890595,0.7173373091264319,0.7958515283842795,0.11176167822865958,0.0015465793304221252,,0.9817749787965896,0.04439592430858806,0.9506616486549189,0.9817749787965896,0.04439592430858806,0.9506616486549189,0.9817749787965896,0.04439592430858806,0.9506616486549189,10.407569141193596,1144.0,,3.0507472845475934,85.12026928675397,,10.0,0.9482646831122141,41.760399833120424,,-0.501042935533417,50.711045533115005,,,10.0,-0.03919608212030848,29.77423823733485,,-1.6857931744696484,28.845342066957787,,10.0,-1.4911828752029315,16.21857067549395,9.597889374090247,1055.0,0.979688395024371,0.14255822416302766,0.841573443111714,0.0,10.0,17.0,10992.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,94.11764705882352,5.88235294117647,,-1.1972600845920125,35.90636371906841,,-0.4250896848780795,26.506410017106628,,-0.7839021550500958,48.52893013100446,,0.08645947162697144,30.241492389979598,,-0.260617128652207,59.604416848617134,,0.44735729477907227,34.227219367990614,0.9863827944554124,0.06777656477438136,0.9246771388571129,0.9863827944554124,0.06777656477438136,0.9246771388571129,0.9863827944554124,0.06777656477438136,0.9246771388571129,0.9698982195381142,0.05413027656477438,0.9398412673504434,0.9698982195381142,0.05413027656477438,0.9398412673504434,0.9698982195381142,0.05413027656477438,0.9398412673504434,0.0,0.9956000692054666,0.007914847161572052,0.991204094219016,32
14,0.5501955671447197,0.7186641791044776,0.26953125,0.38164732240097077,0.7186641791044776,0.26953125,0.38164732240097077,0.7186641791044776,0.26953125,0.38164732240097077,0.9331343166407831,0.7111194029850746,0.2721354166666667,0.39105890922334524,0.01171875,,0.7074365671641791,0.2760416666666667,0.38177399756986635,0.7074365671641791,0.2760416666666667,0.38177399756986635,0.7074365671641791,0.2760416666666667,0.38177399756986635,65.10416666666666,500.0,,7.214259554348853,120.89453125,,2.0,2.272250858431569,115.24400235133837,,2.775362395442404,44.98579117838542,,,2.0,0.5292461289375233,25.7337429754516,,-0.5200718661530077,0.4718763020833333,,2.0,-1.8436079833551307,0.3313285950127748,34.89583333333333,268.0,0.8082686567164178,0.24088541666666666,0.45812356979405044,1.0,2.0,9.0,768.0,0.0,0.0,8.0,1.0,11.11111111111111,0.0,0.0,88.88888888888889,11.11111111111111,,0.2796097882539714,8.017903645833334,,-0.29439306721970576,4.4982236271180085,,1.9668008946784574,32.61673177083334,,0.5377137404718786,13.856224554203179,,5.491254286007905,77.1259765625,,1.722332475016523,28.81841543901336,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.0,0.6434029850746269,0.3098958333333333,0.2960315504067045,37
15,0.9997826086956522,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9673602371807668,0.7941574124705914,0.20930232558139536,0.549772420190581,0.012605955227124538,,0.924541669007748,0.08411214953271028,0.82347465212921,0.924541669007748,0.08411214953271028,0.82347465212921,0.924541669007748,0.08411214953271028,0.82347465212921,60.59552271245382,2788.0,,1480.6420502862907,283.28928493805716,,2.0,31.062064279039635,606.3478507248471,,241.1700186517731,6.150770191072139,,,2.0,11.186639096029253,15.193997694546747,,5.257394367988116,0.005444468593783957,,2.0,1.5916742687064245,0.07627427063724908,39.404477287546186,1813.0,0.93523126498161,0.20234731580091284,0.605321391923295,1.0,2.0,58.0,4601.0,0.0,0.0,57.0,1.0,1.7241379310344827,0.0,0.0,98.27586206896551,1.7241379310344827,,50.655931063002996,0.06479352314714121,,5.8507230150661425,0.31695822185668954,,127.37652934849572,0.10285155400999912,,9.724847529978312,0.4440553289821315,,299.0723734257733,0.24413062377743908,,13.646188094980591,0.8437450862048406,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.8911774993451567,0.10410780265159748,0.781973609246172,0.8911774993451567,0.10410780265159748,0.781973609246172,0.8911774993451567,0.10410780265159748,0.781973609246172,0.0,0.8937334657000572,0.10736796348619865,0.775167746729542,43
16,0.9993728441517717,0.9645392222677037,0.06363636363636363,0.8978122508210037,0.9645392222677037,0.06363636363636363,0.8978122508210037,0.9645392222677037,0.06363636363636363,0.8978122508210037,1.4801700696136337,0.7717484305673256,0.3761755485893417,0.4122311203046818,0.019122257053291535,26.313211437704414,0.9590500108986266,0.06551724137931035,0.8944375252739722,0.9590500108986266,0.06551724137931035,0.8944375252739722,0.9590500108986266,0.06551724137931035,0.8944375252739722,51.88087774294671,1655.0,2.0085632801967233,,,0.38964063813375,6.0,,,1.9780144516767606,,,0.056251973390548826,34.16346774083301,4.754098360655737,,,1.6679869019048021,,,0.00239174071595,3.0,,,24.043887147335425,767.0,0.9928619979725506,0.047021943573667714,0.9235168869438932,0.0,3.0,61.0,3190.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,100.0,1.986921112054029,,,0.008114095339065,,,1.9958149659372768,,,0.012445557396825,,,1.9985747676028534,,,0.06388006173431,,,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.537144850262882,0.8617257940278134,0.2689655172413793,0.5976262917909895,45
17,0.9989550679205852,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.9309539862507961,0.6678422957003733,0.30062630480167013,0.33996784812064595,0.010438413361169102,49.45045096797422,0.8493254166827052,0.18580375782881003,0.5771950530105427,0.8493254166827052,0.18580375782881003,0.5771950530105427,0.8493254166827052,0.18580375782881003,0.5771950530105427,65.34446764091858,626.0,1.5647795093873218,,,0.08718670223057,3.0,,,1.5380365413865855,,,0.018825995881285557,80.69748634203775,2.9,,,1.4706284549040332,,,0.00700514266598,2.0,,,34.65553235908142,332.0,0.7461459255552562,0.2870563674321503,0.314300141070155,1.0,2.0,10.0,958.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,100.0,1.5281455950064875,,,0.00700514266598,,,1.5281455950064875,,,0.01355667250927,,,1.5647795093873218,,,0.01355667250927,,,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.31622776601683794,0.9962734323876977,0.028183716075156576,0.9367427892257802,49
18,0.2579881656804734,0.8287300415025641,0.3191489361702128,0.5743705558785386,0.8287300415025641,0.3191489361702128,0.5743705558785386,0.8287300415025641,0.3191489361702128,0.5743705558785386,1.9990667655343635,0.6492864709981353,0.5957446808510638,0.2121027335369673,0.022458628841607566,,0.8316733859441372,0.3108747044917258,0.5850953729793031,0.8316733859441372,0.3108747044917258,0.5850953729793031,0.8316733859441372,0.3108747044917258,0.5850953729793031,25.768321513002363,218.0,,58.37545547363169,439.9113475177304,,4.0,6.778393619108969,176.69261361302284,,5.153140516514768,117.6349487785658,,,4.0,1.0415777283622756,22.770839172096306,,-0.9784712963069797,6.377068557919621,,4.0,-0.22634128032982506,2.5921383276847254,23.52245862884161,199.0,0.7665561841837499,0.5449172576832151,0.27869634693062273,0.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,94.73684210526315,5.263157894736842,,-0.7809324382806175,35.846040189125304,,0.2544045720298823,6.168386543971383,,-0.44165451580509285,87.88356973995272,,0.49824273394603363,8.06136271270135,,0.1641613631458576,178.1838061465721,,0.789303136311914,31.682749869316492,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.790527508168895,0.3132387706855792,0.5820719121901752,0.790527508168895,0.3132387706855792,0.5820719121901752,0.790527508168895,0.3132387706855792,0.5820719121901752,0.0,0.7865899875047911,0.3191489361702128,0.5741729817398842,53
19,0.8533027300214076,0.8038644867365946,0.23839159604519775,0.49835333064918075,0.8038644867365946,0.23839159604519775,0.49835333064918075,0.8038644867365946,0.23839159604519775,0.49835333064918075,0.9835093906057095,0.7305166901571064,0.2444385593220339,0.47843517951723846,0.00019862288135593222,392.1223686617617,0.9022035924598205,0.12171168785310735,0.7508273790782953,0.9022035924598205,0.12171168785310735,0.7508273790782953,0.9022035924598205,0.12171168785310735,0.7508273790782953,57.54546257062147,26075.0,2.8073500566367193,7047.774287853668,0.5005263909118922,0.00250816956442,7.0,78.68700692524223,0.34030772179030466,2.8073500566367193,1029.1705407841011,0.34418203759016736,0.00250816956442,1118.2824027772233,4.5,12.61811270257642,0.1604184803668048,2.8073500566367193,-1.3181374046729744,0.003467033898305084,0.00250816956442,2.0,-0.1658145257949275,0.010213038212794926,42.45453742937853,19237.0,0.7891505747800418,0.2705905720338983,0.4058073423490147,1.0,2.0,9.0,45312.0,0.0,0.0,7.0,2.0,11.11111111111111,0.0,0.0,77.77777777777779,22.22222222222222,2.8073500566367193,-1.201042076472015,0.05786831013859451,0.00250816956442,-0.09773906854937363,0.03999076895402209,2.8073500566367193,-0.0865740098467982,0.4254178952595339,0.00250816956442,0.1595328979048169,0.15337339113662127,2.8073500566367193,158.52741871982758,0.5,0.00250816956442,9.073261555361203,0.2947563828038936,0.9129948613427772,0.140625,0.7116925828643641,0.9129948613427772,0.140625,0.7116925828643641,0.9129948613427772,0.140625,0.7116925828643641,0.8511751328523538,0.14607609463276836,0.7010577396363374,0.8511751328523538,0.14607609463276836,0.7010577396363374,0.8511751328523538,0.14607609463276836,0.7010577396363374,3.5355339059327378,0.770970492655298,0.22309763418079095,0.5427363472523162,219
20,0.18743194898117904,0.9273091445992578,0.14836702954898912,0.8167814524247422,0.9273091445992578,0.14836702954898912,0.8167814524247422,0.9273091445992578,0.14836702954898912,0.8167814524247422,2.4833618760456604,0.710936921295261,0.563452566096423,0.26828644698090565,0.0057542768273716955,,0.9197259342536087,0.14152410575427682,0.8249582236698434,0.9197259342536087,0.14152410575427682,0.8249582236698434,0.9197259342536087,0.14152410575427682,0.8249582236698434,23.81026438569207,1531.0,,1.277985361665814,-0.00012632970451019481,,6.0,0.91949549901627,1.0002882819750798,,-0.15411688047872,-0.0005560885260065659,,,6.0,0.04046023385100257,1.0000219953862926,,-0.9198282387807679,-0.000862968584758966,,6.0,-0.6740118722728707,0.9996387437607501,9.720062208398133,625.0,0.9605992160078025,0.20326594090202177,0.7513714566665727,0.0,6.0,37.0,6430.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,97.2972972972973,2.7027027027027026,,-0.8393811657498382,-0.0007437709953344221,,-0.5170961259457099,0.9999476046671038,,-0.4798469406404684,-0.0005980934681181398,,-0.0399749828019159,1.0000052923046026,,0.8509747335126359,-0.0003569454121306532,,0.6744458273485395,1.0001949690399905,0.962333455035218,0.15349922239502334,0.8100028845003834,0.962333455035218,0.15349922239502334,0.8100028845003834,0.962333455035218,0.15349922239502334,0.8100028845003834,0.8991170554983932,0.16625194401244167,0.7945482122759002,0.8991170554983932,0.16625194401244167,0.7945482122759002,0.8991170554983932,0.16625194401244167,0.7945482122759002,0.0,0.9355091276480466,0.10762052877138413,0.8673837948848537,2074
21,0.39319727891156464,0.8239493966657213,0.41847826086956524,0.4637307109078737,0.8239493966657213,0.41847826086956524,0.4637307109078737,0.8239493966657213,0.41847826086956524,0.4637307109078737,2.262083620428274,0.7519401667350958,0.5054347826086957,0.30247986100142155,0.02717391304347826,5.9334684401020565,0.8184137151683228,0.3967391304347826,0.49336985707179887,0.8184137151683228,0.3967391304347826,0.49336985707179887,0.8184137151683228,0.3967391304347826,0.49336985707179887,29.076086956521742,214.0,4.2373637557635595,734.9416211795777,2054.7393689986247,0.42753276429854,27.0,27.109270846229688,1551.7798185802085,3.4626363060529055,62.86596625813314,390.0868288072735,0.381241367214446,8.082530396301912,13.666666666666666,2.551453016115177,172.61081562461396,2.5810641739409617,-1.887802596870339,-2.5842391304347836,0.24650313929826,5.0,-0.6970908724266737,0.49318784476285216,14.266304347826086,105.0,0.8520788174118736,0.45108695652173914,0.42741183362624485,0.0,5.0,20.0,736.0,95.0,448.0,14.0,6.0,0.0,12.907608695652172,3.0434782608695654,70.0,30.0,2.908861461974274,-0.4961422376730956,2.882908545727137,0.323312362530555,-0.3960800165047112,0.778502789181291,3.4759821137655975,0.4289115082721384,6.249602617058818,0.40765214345173,0.11119478923130877,1.3465996573398586,4.009738246275191,1.3641239688052669,403.0027173913041,0.425964983779695,0.9548948008878528,80.61760056258042,0.7171370640805235,0.5557065217391305,0.2672017371533179,0.7171370640805235,0.5557065217391305,0.2672017371533179,0.7171370640805235,0.5557065217391305,0.2672017371533179,0.7219508813313532,0.47690217391304346,0.3915134670419616,0.7219508813313532,0.47690217391304346,0.3915134670419616,0.7219508813313532,0.47690217391304346,0.3915134670419616,7.659416862050705,0.7018152602695222,0.46603260869565216,0.40228622299671357,2079
22,0.8865022540440202,0.9288636149692349,0.02518557794273595,0.7759719718017525,0.9288636149692349,0.02518557794273595,0.7759719718017525,0.9288636149692349,0.02518557794273595,0.7759719718017525,0.33235055553211046,0.9322127557089432,0.0344644750795334,0.7420165388043194,0.007953340402969246,64.92919423455584,0.9353675130291905,0.015641569459172854,0.8579268043553759,0.9353675130291905,0.015641569459172854,0.8579268043553759,0.9353675130291905,0.015641569459172854,0.8579268043553759,93.87592788971368,3541.0,1.520689912507409,238.1814623780636,110.46964865662825,0.06006915971583,5.0,13.882652755041702,35.604247607641,0.33755530471128503,51.41313506551009,46.43668969641138,0.005118661327160454,64.94601266549154,2.0869565217391304,3.5691918824691085,19.05387758896556,-0.0,4.073471498748956,0.9949997045790251,0.0,1.0,1.232674238507278,0.19545727511328811,6.1240721102863205,231.0,0.921866947220681,0.07423117709437964,0.5196307538926299,21.0,2.0,30.0,3772.0,3772.0,6064.0,7.0,23.0,70.0,100.0,5.358784022622834,23.333333333333332,76.66666666666667,0.0987401719719687,5.982197043232063,1.7588748012696314,0.0005017739084375,1.2589465934783108,0.669439962143292,0.25937485231702934,8.87130380657577,28.41132258295655,0.00129044182719,1.5381528946217138,22.3032143933016,0.4759318019149815,90.94248810329343,108.85692077754308,0.0033491752406775003,4.937524038925616,33.71833515687218,0.9591373043787617,0.014050901378579003,0.8712870012207119,0.9591373043787617,0.014050901378579003,0.8712870012207119,0.9591373043787617,0.014050901378579003,0.8712870012207119,0.785261166486192,0.036585365853658534,0.6522624425320754,0.785261166486192,0.036585365853658534,0.6522624425320754,0.785261166486192,0.036585365853658534,0.6522624425320754,0.668311541278118,0.7895585540318668,0.04109225874867444,0.6153785428776684,3021
23,0.0,0.8608742985409651,0.30505050505050507,0.6644444444444445,0.8608742985409651,0.30505050505050507,0.6644444444444445,0.8608742985409651,0.30505050505050507,0.6644444444444445,3.459431618637298,0.6774680134680136,0.8242424242424242,0.09333333333333332,0.013131313131313131,,0.8730314253647586,0.3202020202020202,0.6477777777777778,0.8730314253647586,0.3202020202020202,0.6477777777777778,0.8730314253647586,0.3202020202020202,0.6477777777777778,9.090909090909092,90.0,3.906890595608518,0.1524368802477145,1.881763636363636,0.0,15.0,0.3570604221210384,1.1752720041815217,2.4518411137950773,-0.39142721501684635,-0.10318040404040407,0.0,,9.333333333333334,0.09111527285062525,0.699331810942439,0.9967916319816366,-0.7621395184642852,-3.203740404040404,0.0,2.0,-0.20615204556382144,0.46192683815131974,9.090909090909092,90.0,0.9447710437710438,0.4161616161616162,0.5422222222222222,1.0,11.0,13.0,990.0,0.0,0.0,10.0,3.0,7.6923076923076925,0.0,0.0,76.92307692307693,23.076923076923077,0.9967916319816366,-0.5598569198966739,-0.356185606060606,0.0,-0.006222604957687408,0.5725169123224305,2.4518411137950773,-0.42609939747851944,-0.03785202020202025,0.0,0.06013385313957622,0.6342938790535619,3.906890595608518,-0.24255761544063992,0.5441732323232322,0.0,0.25062290775439544,0.7866928081860705,0.8406290684624018,0.6393939393939394,0.29666666666666663,0.8406290684624018,0.6393939393939394,0.29666666666666663,0.8406290684624018,0.6393939393939394,0.29666666666666663,0.8475173961840627,0.2909090909090909,0.68,0.8475173961840627,0.2909090909090909,0.68,0.8475173961840627,0.2909090909090909,0.68,6.6583281184793925,0.9572222222222221,0.07777777777777778,0.9144444444444445,3022
24,0.30002565418163163,0.9139778848716709,0.1945620110298833,0.7976556066502876,0.9139778848716709,0.1945620110298833,0.7976556066502876,0.9139778848716709,0.1945620110298833,0.7976556066502876,4.700438279876528,0.7284550798857298,0.9239451070924715,0.039082299586501265,0.07926125432858792,,0.9188349245414863,0.18263434654354238,0.8100602384781619,0.9188349245414863,0.18263434654354238,0.8100602384781619,0.9188349245414863,0.18263434654354238,0.8100602384781619,3.8476337052712584,300.0,,136.53558205054384,0.8118613569321528,,26.0,10.771901703245778,0.9401132093590073,,3.6056625652757637,0.06479603695807032,,,26.0,0.44206745255136376,0.4140807323633421,,-1.4737498885033402,-0.9855127356675644,,26.0,-2.367036228796073,0.054925852703404714,3.8219828139027827,298.0,0.9808943771196217,0.169167628575093,0.824065372368799,0.0,26.0,618.0,7797.0,0.0,0.0,617.0,1.0,0.0,0.0,0.0,99.83818770226537,0.16181229773462785,,-0.7373204127841801,-0.1437013851481339,,-0.5845181836345901,0.3400152292895469,,-0.33016785936744597,0.20226894959599845,,-0.08674343383154731,0.40596405388020085,,0.36879569286451974,0.41744676157496474,,0.505854095594404,0.4943557912221344,0.9534790861116854,0.22624086186995,0.7647093963693292,0.9534790861116854,0.22624086186995,0.7647093963693292,0.9534790861116854,0.22624086186995,0.7647093963693292,0.7985895253272975,0.38732845966397333,0.5971784318994164,0.7985895253272975,0.38732845966397333,0.5971784318994164,0.7985895253272975,0.38732845966397333,0.5971784318994164,0.0,0.9241334170882465,0.1442862639476722,0.8499423377242701,3481
25,0.9964285714285714,0.9388364704395656,0.08323424494649227,0.8785920221739185,0.9388364704395656,0.08323424494649227,0.8785920221739185,0.9388364704395656,0.08323424494649227,0.8785920221739185,1.787416049226166,0.7487063032184788,0.441141498216409,0.33926771420100804,0.08442330558858502,,0.9389434559189358,0.08323424494649227,0.8786025372420279,0.9389434559189358,0.08323424494649227,0.8786025372420279,0.9389434559189358,0.08323424494649227,0.8786025372420279,37.69322235434007,317.0,,21.231717234335743,77.36028537455405,,4.0,4.087186736805094,31.071726420905673,,2.359129460351526,10.125242058773567,,,4.0,1.1147021119329887,5.3565260839463535,,-0.7902615862988753,0.4447086801426868,,4.0,-0.040708920607288354,0.8045103166246655,6.539833531510107,55.0,0.9956073167321633,0.014268727705112961,0.9792228968124069,0.0,4.0,71.0,841.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,98.59154929577466,1.4084507042253522,,0.3616781435065046,3.127229488703934,,0.7038172484296433,2.520372968046287,,1.4141229803280546,5.030915576694409,,1.0322539044597914,3.902639766596527,,2.442383650027078,11.93638525564807,,1.339734579743372,6.2079341685674265,0.94584560250496,0.10582639714625446,0.8456546618688718,0.94584560250496,0.10582639714625446,0.8456546618688718,0.94584560250496,0.10582639714625446,0.8456546618688718,0.8864451921145452,0.15576694411414982,0.7726098137881784,0.8864451921145452,0.15576694411414982,0.7726098137881784,0.8864451921145452,0.15576694411414982,0.7726098137881784,0.0,0.9935472479387648,0.011890606420927468,0.9826989975293099,3549
