checks_passed,dataset_id,dataset_name,heterogeneous,n_features,n_features_probable,n_pseudo_categorical,n_samples,num_categorical_columns,num_columns_missing,num_high_cardinality,num_rows_missing,original_n_features,original_n_samples,ratio_n_p,score_hbgt,score_logistic,too_easy
1,1044.0,eye_movements,,26,26,4.0,7608,3,0,0,0,27,10936,1,0.6535260621988612,0.5689005694261937,0
1,1046.0,mozilla4,,4,4,1.0,10216,0,0,0,0,5,15545,1,0.932593800978793,0.8081566068515498,0
0,1053.0,jm1,,21,21,0.0,4206,0,0,0,5,21,10885,1,0.6445324881141046,0.6497622820919176,1
0,1056.0,mc1,,34,34,4.0,136,0,0,0,0,38,9466,0,,,
0,1069.0,pc2,,35,35,1.0,46,0,0,0,0,36,5589,0,,,
0,1110.0,KDDCup99_full,,38,38,7.0,2144034,7,0,1,0,41,4898431,1,1.0,1.0,1
0,1111.0,KDDCup09_appetency,,49,79,51.0,154,38,111,19,46654,230,50000,0,,,
0,1112.0,KDDCup09_churn,,49,79,51.0,218,38,111,19,46654,230,50000,0,,,
0,1113.0,KDDCup99,,36,36,8.0,214402,7,0,1,0,41,494020,1,1.0,1.0,1
0,1114.0,KDDCup09_upselling,,49,87,51.0,688,38,111,19,46654,230,50000,1,,,
0,1116.0,musk,,166,166,0.0,2034,1,0,1,0,167,6598,1,,,
0,1119.0,adult-census,,66,66,0.0,15682,8,0,1,0,14,32561,1,0.8351115834218916,0.8165356004250797,1
1,1120.0,MagicTelescope,,10,10,0.0,13376,0,0,0,0,10,19020,1,0.8633441315723898,0.7738350361325692,0
0,1169.0,airlines,,28,28,0.0,480528,4,0,2,0,7,539383,1,0.622,0.6199333333333333,1
,1177.0,BNG(primary-tumor),,,,0.0,,,,,,,,,,,
,1178.0,BNG(solar-flare),,,,0.0,,,,,,,,,,,
,1179.0,BNG(solar-flare),,,,0.0,,,,,,,,,,,
,1180.0,BNG(spect_test),,,,0.0,,,,,,,,,,,
,1181.0,BNG(spectf_test),,,,0.0,,,,,,,,,,,
,1182.0,BNG(adult),,,,0.0,,,,,,,,,,,
,1183.0,BNG(satimage),,,,0.0,,,,,,,,,,,
,1185.0,BNG(wine),,,,0.0,,,,,,,,,,,
,1186.0,BNG(eucalyptus),,,,0.0,,,,,,,,,,,
,1205.0,BNG(Australian),,,,0.0,,,,,,,,,,,
,1209.0,BNG(vowel),,,,0.0,,,,,,,,,,,
,1211.0,BNG(SPECT),,,,0.0,,,,,,,,,,,
,1212.0,BNG(SPECTF),,,,0.0,,,,,,,,,,,
,1214.0,BNG(JapaneseVowels),,,,0.0,,,,,,,,,,,
0,1216.0,Click_prediction_small,,1,1,2.0,1496391,6,0,6,0,9,1496391,1,,,
0,1217.0,Click_prediction_small,,2,2,2.0,149639,7,0,7,0,11,149639,1,,,
0,1218.0,Click_prediction_small,,2,2,2.0,1997410,7,0,7,0,11,1997410,1,,,
0,1219.0,Click_prediction_small,,2,2,2.0,399482,7,0,7,0,11,399482,1,,,
0,1220.0,Click_prediction_small,,1,1,2.0,39948,6,0,6,0,9,39948,1,,,
1,1222.0,letter-challenge-unlabeled.arff,,16,16,0.0,14480,0,0,0,0,16,20000,1,0.5916206261510129,0.5593001841620626,0
0,1226.0,Click_prediction_small,,1,1,2.0,798964,6,0,6,0,9,798964,1,,,
1,1235.0,Agrawal1,,40,40,0.0,655910,3,0,0,0,9,1000000,1,0.9459666666666666,0.5014333333333333,0
0,1236.0,Stagger1,,3,9,0.0,1000000,3,0,0,0,3,1000000,1,,,
0,1237.0,Stagger2,,3,9,0.0,1000000,3,0,0,0,3,1000000,1,,,
0,1238.0,Stagger3,,3,9,0.0,1000000,3,0,0,0,3,1000000,1,,,
0,1240.0,AirlinesCodrnaAdult,,118,118,0.0,947304,16,0,3,0,29,1076790,1,0.7978,0.7854333333333333,1
0,1241.0,codrnaNorm,,8,8,0.0,325710,0,0,0,0,8,488565,1,0.9659333333333333,0.9543,1
0,1242.0,vehicleNorm,,100,100,0.0,98528,0,0,0,0,100,98528,1,0.871,0.8562666666666666,1
,1351.0,"BNG(anneal,1000,1)",,,,0.0,,,,,,,,,,,
,1352.0,"BNG(anneal,1000,5)",,,,0.0,,,,,,,,,,,
,1353.0,"BNG(anneal,1000,10)",,,,0.0,,,,,,,,,,,
,1354.0,"BNG(anneal,5000,1)",,,,0.0,,,,,,,,,,,
,1355.0,"BNG(anneal,5000,5)",,,,0.0,,,,,,,,,,,
,1356.0,"BNG(anneal,5000,10)",,,,0.0,,,,,,,,,,,
,1357.0,"BNG(anneal,10000,1)",,,,0.0,,,,,,,,,,,
,1358.0,"BNG(anneal,10000,5)",,,,0.0,,,,,,,,,,,
,1359.0,"BNG(anneal,10000,10)",,,,0.0,,,,,,,,,,,
,1360.0,"BNG(anneal.ORIG,1000,1)",,,,0.0,,,,,,,,,,,
,1361.0,"BNG(anneal.ORIG,1000,5)",,,,0.0,,,,,,,,,,,
,1362.0,"BNG(anneal.ORIG,1000,10)",,,,0.0,,,,,,,,,,,
,1363.0,"BNG(anneal.ORIG,5000,1)",,,,0.0,,,,,,,,,,,
,1364.0,"BNG(anneal.ORIG,5000,5)",,,,0.0,,,,,,,,,,,
,1365.0,"BNG(anneal.ORIG,5000,10)",,,,0.0,,,,,,,,,,,
,1366.0,"BNG(anneal.ORIG,10000,1)",,,,0.0,,,,,,,,,,,
,1367.0,"BNG(anneal.ORIG,10000,5)",,,,0.0,,,,,,,,,,,
,1368.0,"BNG(anneal.ORIG,10000,10)",,,,0.0,,,,,,,,,,,
,1369.0,"BNG(kr-vs-kp,1000,1)",,,,0.0,,,,,,,,,,,
,1370.0,"BNG(kr-vs-kp,1000,5)",,,,0.0,,,,,,,,,,,
,1371.0,"BNG(kr-vs-kp,1000,10)",,,,0.0,,,,,,,,,,,
,1372.0,"BNG(kr-vs-kp,5000,1)",,,,0.0,,,,,,,,,,,
,1373.0,"BNG(kr-vs-kp,5000,5)",,,,0.0,,,,,,,,,,,
,1374.0,"BNG(kr-vs-kp,5000,10)",,,,0.0,,,,,,,,,,,
,1375.0,"BNG(kr-vs-kp,10000,1)",,,,0.0,,,,,,,,,,,
,1376.0,"BNG(kr-vs-kp,10000,5)",,,,0.0,,,,,,,,,,,
,1377.0,"BNG(kr-vs-kp,10000,10)",,,,0.0,,,,,,,,,,,
,1378.0,"BNG(letter,1000,1)",,,,0.0,,,,,,,,,,,
,1379.0,"BNG(letter,1000,5)",,,,0.0,,,,,,,,,,,
,1380.0,"BNG(letter,1000,10)",,,,0.0,,,,,,,,,,,
,1381.0,"BNG(letter,5000,1)",,,,0.0,,,,,,,,,,,
,1382.0,"BNG(letter,5000,5)",,,,0.0,,,,,,,,,,,
,1383.0,"BNG(letter,5000,10)",,,,0.0,,,,,,,,,,,
,1384.0,"BNG(letter,10000,1)",,,,0.0,,,,,,,,,,,
,1385.0,"BNG(letter,10000,5)",,,,0.0,,,,,,,,,,,
,1386.0,"BNG(letter,10000,10)",,,,0.0,,,,,,,,,,,
,1387.0,"BNG(audiology,1000,1)",,,,0.0,,,,,,,,,,,
,1388.0,"BNG(audiology,1000,5)",,,,0.0,,,,,,,,,,,
,1389.0,"BNG(audiology,1000,10)",,,,0.0,,,,,,,,,,,
,1390.0,"BNG(audiology,5000,1)",,,,0.0,,,,,,,,,,,
,1391.0,"BNG(audiology,5000,5)",,,,0.0,,,,,,,,,,,
,1392.0,"BNG(audiology,5000,10)",,,,0.0,,,,,,,,,,,
,1393.0,"BNG(autos,1000,1)",,,,0.0,,,,,,,,,,,
,1394.0,"BNG(autos,1000,5)",,,,0.0,,,,,,,,,,,
,1395.0,"BNG(autos,1000,10)",,,,0.0,,,,,,,,,,,
,1396.0,"BNG(autos,5000,1)",,,,0.0,,,,,,,,,,,
,1397.0,"BNG(autos,5000,5)",,,,0.0,,,,,,,,,,,
,1398.0,"BNG(autos,5000,10)",,,,0.0,,,,,,,,,,,
,1399.0,"BNG(autos,10000,1)",,,,0.0,,,,,,,,,,,
,1400.0,"BNG(autos,10000,5)",,,,0.0,,,,,,,,,,,
,1401.0,"BNG(autos,10000,10)",,,,0.0,,,,,,,,,,,
,1402.0,"BNG(lymph,1000,1)",,,,0.0,,,,,,,,,,,
,1403.0,"BNG(lymph,1000,5)",,,,0.0,,,,,,,,,,,
,1404.0,"BNG(lymph,1000,10)",,,,0.0,,,,,,,,,,,
,1405.0,"BNG(lymph,5000,1)",,,,0.0,,,,,,,,,,,
,1406.0,"BNG(lymph,5000,5)",,,,0.0,,,,,,,,,,,
,1407.0,"BNG(lymph,5000,10)",,,,0.0,,,,,,,,,,,
,1408.0,"BNG(lymph,10000,1)",,,,0.0,,,,,,,,,,,
,1409.0,"BNG(lymph,10000,5)",,,,0.0,,,,,,,,,,,
,1410.0,"BNG(lymph,10000,10)",,,,0.0,,,,,,,,,,,
0,1459.0,artificial-characters,,6,6,1.0,2396,0,0,0,0,7,10218,1,,,
0,1460.0,banana,,2,2,0.0,5300,0,0,0,0,2,5300,1,,,
0,1461.0,bank-marketing,,51,51,0.0,10578,9,0,0,0,16,45211,1,0.8635790800252048,0.8298676748582231,1
1,1471.0,eeg-eye-state,,14,14,0.0,13446,0,0,0,0,14,14980,1,0.940604858701041,0.626078334159643,0
0,1475.0,first-order-theorem-proving,,51,51,0.0,2178,0,0,0,0,51,6118,1,,,
0,1476.0,gas-drift,,128,128,0.0,5852,0,0,0,0,128,13910,1,0.9972665148063781,0.9977220956719817,1
0,1477.0,gas-drift-different-concentrations,,129,129,0.0,5852,0,0,0,0,129,13910,1,0.9984054669703873,0.9978359908883828,1
0,1478.0,har,,561,561,0.0,3812,0,0,0,0,561,10299,0,,,
0,1481.0,kr-vs-k,,3,20,3.0,28056,3,0,0,0,6,28056,1,,,
1,1483.0,ldpa,,14,14,0.0,65420,2,0,0,0,7,164860,1,0.9642,0.6368,0
0,1486.0,nomao,,159,159,15.0,19688,29,0,0,0,118,34465,1,0.9649568308786186,0.9458834151571581,1
1,1489.0,phoneme,,5,5,0.0,3172,0,0,0,0,5,5404,1,0.8718487394957982,0.7411764705882353,0
1,1496.0,ringnorm,,20,20,0.0,7328,0,0,0,0,20,7400,1,0.97462482946794,0.7602546612096407,0
1,1497.0,wall-robot-navigation,,24,24,0.0,4194,0,0,0,0,24,5456,1,0.9980937251787132,0.8027005559968229,0
0,1502.0,skin-segmentation,,3,3,0.0,245057,0,0,0,0,3,245057,1,,,
0,1503.0,spoken-arabic-digit,,13,13,1.0,52932,0,0,0,0,14,263256,1,0.5342333333333333,0.5129333333333334,1
0,1507.0,twonorm,,20,20,0.0,7394,0,0,0,0,20,7400,1,0.972780531771068,0.9764758900405589,1
1,1509.0,walking-activity,,4,4,0.0,41516,0,0,0,0,4,149332,1,0.9164309688124599,0.5018290153486442,0
0,1525.0,wall-robot-navigation,,2,2,0.0,5456,0,0,0,0,2,5456,1,,,
0,1526.0,wall-robot-navigation,,4,4,0.0,4194,0,0,0,0,4,5456,1,0.9993645750595711,0.9694996028594123,1
0,1531.0,volcanoes-b1,,3,3,0.0,10176,0,0,0,0,3,10176,1,,,
0,1532.0,volcanoes-b2,,3,3,0.0,10668,0,0,0,0,3,10668,1,,,
0,1533.0,volcanoes-b3,,3,3,0.0,10386,0,0,0,0,3,10386,1,,,
0,1534.0,volcanoes-b4,,3,3,0.0,10190,0,0,0,0,3,10190,1,,,
0,1535.0,volcanoes-b5,,3,3,0.0,9989,0,0,0,0,3,9989,1,,,
0,1536.0,volcanoes-b6,,3,3,0.0,10130,0,0,0,0,3,10130,1,,,
0,1537.0,volcanoes-c1,,3,3,0.0,28626,0,0,0,0,3,28626,1,,,
0,1538.0,volcanoes-d1,,3,3,0.0,8753,0,0,0,0,3,8753,1,,,
0,1539.0,volcanoes-d2,,3,3,0.0,9172,0,0,0,0,3,9172,1,,,
0,1540.0,volcanoes-d3,,3,3,0.0,9285,0,0,0,0,3,9285,1,,,
0,1541.0,volcanoes-d4,,3,3,0.0,8654,0,0,0,0,3,8654,1,,,
0,1557.0,abalone,,8,10,0.0,2814,1,0,0,0,8,4177,1,,,
0,1558.0,bank-marketing,,16,51,0.0,1042,9,0,0,0,16,4521,1,,,
1,1567.0,poker-hand,,5,5,5.0,866194,0,0,0,0,10,1025009,1,0.8015,0.49803333333333333,0
0,1568.0,nursery,,27,27,0.0,8532,8,0,0,0,8,12958,1,1.0,1.0,1
1,1569.0,poker-hand,,5,5,5.0,866192,0,0,0,0,10,1025000,1,0.78,0.4995,0
0,1590.0,adult,,66,66,0.0,23374,8,0,1,0,14,48842,1,0.8448770002388345,0.8224265583950322,1
1,1596.0,covertype,,93,93,0.0,423680,44,0,0,0,54,581012,1,0.8621,0.7686333333333333,0
0,1597.0,creditcard,,29,29,0.0,984,0,0,0,0,29,284807,1,,,
0,4135.0,Amazon_employee_access,,0,0,0.0,32769,9,0,9,0,9,32769,1,,,
0,4154.0,CreditCardSubset,,30,30,0.0,46,0,0,0,0,30,14240,0,,,
0,4534.0,PhishingWebsites,,68,68,0.0,9796,30,0,0,0,30,11055,1,0.9691051378019735,0.9363048656005443,1
