checks_passed,dataset_id,dataset_name,heterogeneous,n_features,n_features_probable,n_pseudo_categorical,n_samples,num_categorical_columns,num_columns_missing,num_high_cardinality,num_rows_missing,original_n_features,original_n_samples,ratio_n_p,score_hbgt,score_logistic,too_easy
1,4538.0,GesturePhaseSegmentationProcessed,,32,32,0.0,5482,0,0,0,0,32,9873,1,0.9128267477203649,0.7894224924012156,0
0,4541.0,Diabetes130US,,163,163,1.0,71090,40,0,6,0,49,101766,1,0.6310333333333333,0.6151333333333333,1
0,4552.0,BachChoralHarmony,,14,37,1.0,978,14,0,1,0,16,5665,1,,,
1,23512.0,higgs,,24,24,4.0,92446,0,0,0,1,28,98050,1,0.7129,0.6311,0
0,23517.0,numerai28.6,,21,21,0.0,95324,0,0,0,0,21,96320,1,0.5174333333333333,0.5184666666666666,1
0,40498.0,wine-quality-white,,11,11,0.0,2914,0,0,0,0,11,4898,1,,,
0,40499.0,texture,,40,40,0.0,1000,0,0,0,0,40,5500,1,,,
,40514.0,BNG(credit-g),,,,0.0,,,,,,,,,,,
,40515.0,BNG(spambase),,,,0.0,,,,,,,,,,,
,40516.0,BNG(optdigits),,,,0.0,,,,,,,,,,,
0,40517.0,20_newsgroups.drift,,1989,1989,0.0,39994,1000,0,0,0,1000,399940,1,0.4715131631591582,0.4778346803232776,1
,40518.0,BNG(ionosphere),,,,0.0,,,,,,,,,,,
,40519.0,BNG(segment),,,,0.0,,,,,,,,,,,
,40520.0,BNG(anneal),,,,0.0,,,,,,,,,,,
0,40536.0,SpeedDating,,112,234,6.0,1684,61,1,1,3412,120,8378,1,,,
0,40666.0,clean2,,168,168,0.0,2034,0,0,0,0,168,6598,1,,,
1,40668.0,connect-4,,126,126,0.0,33270,42,0,0,0,42,67557,1,0.9035577449370553,0.810016420361248,0
0,40672.0,fars,,106,106,0.0,40014,15,0,0,0,29,100968,1,1.0,1.0,1
0,40685.0,shuttle,,9,9,0.0,17806,0,0,0,0,9,58000,1,1.0,0.9799700486709098,1
0,40701.0,churn,,20,33,0.0,1414,4,0,0,0,20,5000,1,,,
0,40900.0,Satellite,,36,36,0.0,150,0,0,0,0,36,5100,0,,,
1,40922.0,Run_or_walk_information,,6,6,0.0,88446,0,0,0,0,6,88588,1,0.9890333333333333,0.7186666666666667,0
0,40923.0,Devnagari-Script,,784,784,240.0,4000,0,0,0,0,1024,92000,0,,,
,40926.0,CIFAR_10_small,,,,240.0,,,,,,,,,,,
,40927.0,CIFAR_10,,,,240.0,,,,,,,,,,,
0,40983.0,wilt,,5,5,0.0,522,0,0,0,0,5,4839,1,,,
0,40985.0,tamilnadu-electricity,,2,2,0.0,45781,0,0,0,0,2,45781,1,,,
,40996.0,Fashion-MNIST,,,,0.0,,,,,,,,,,,
0,40997.0,jungle_chess_2pcs_endgame_panther_lion,,65,65,7.0,4072,26,0,0,0,46,4704,1,1.0,0.9932896890343699,1
0,40998.0,jungle_chess_2pcs_endgame_panther_lion,,65,65,7.0,4072,26,0,0,0,46,4704,1,0.9995090016366612,0.9927986906710311,1
0,41000.0,jungle_chess_2pcs_endgame_panther_elephant,,64,64,6.0,4028,26,0,0,0,46,4704,1,0.9990074441687344,0.9652605459057073,1
1,41001.0,jungle_chess_2pcs_endgame_complete,,69,69,6.0,32500,26,0,0,3528,46,44819,1,0.974,0.9240571428571429,0
0,41002.0,jungle_chess_2pcs_endgame_rat_panther,,64,64,6.0,3222,26,0,0,1176,46,5880,1,0.9997931747673217,0.9923474663908998,1
0,41003.0,jungle_chess_2pcs_endgame_rat_elephant,,64,64,6.0,3554,26,0,0,1176,46,5880,1,1.0,0.9662605435801312,1
0,41004.0,jungle_chess_2pcs_endgame_lion_elephant,,39,65,7.0,2818,26,0,0,0,46,4704,1,,,
0,41006.0,jungle_chess_2pcs_endgame_rat_lion,,65,65,7.0,3960,26,0,0,1176,46,5880,1,1.0,0.992760942760943,1
,41026.0,gisette,,4589,4589,411.0,7000,0,0,0,0,5000,7000,0,,,
0,41027.0,jungle_chess_2pcs_raw_endgame_complete,,0,0,6.0,44819,0,0,0,0,6,44819,1,,,
,41039.0,EMNIST_Balanced,,,,6.0,,,,,,,,,,,
,41081.0,SVHN,,3072,3072,0.0,29468,0,0,0,0,3072,99289,0,,,
0,41082.0,USPS,,256,256,0.0,2538,0,0,0,0,256,9298,0,,,
,41103.0,STL-10,,27648,27648,0.0,2600,0,0,0,0,27648,13000,0,,,
0,41138.0,APSFailure,,161,161,2.0,480,0,7,0,63193,170,76000,0,,,
0,41142.0,christine,,1635,1647,1.0,5418,37,0,0,0,1636,5418,0,,,
1,41145.0,philippine,,308,308,0.0,5832,0,0,0,0,308,5832,1,0.7596571428571428,0.7202285714285714,0
0,41146.0,sylvine,,20,20,0.0,5124,0,0,0,0,20,5124,1,0.946814044213264,0.9149544863459036,1
0,41147.0,albert,,109,109,0.0,58252,52,5,42,358940,78,425240,1,0.6576,0.6481666666666667,1
1,41150.0,MiniBooNE,,50,50,0.0,72998,0,0,0,0,50,130064,1,0.9349,0.8527666666666667,0
0,41156.0,ada,,6,6,42.0,2058,0,0,0,0,48,4147,1,,,
,41159.0,guillermo,,4279,4279,17.0,16006,0,0,0,0,4296,20000,0,,,
0,41160.0,rl,,14,37,1.0,2360,14,0,7,16872,22,31406,1,,,
,41161.0,riccardo,,4283,4283,13.0,10000,0,0,0,0,4296,20000,0,,,
0,41162.0,kick,,68,68,0.0,17836,18,2,7,383,32,72983,1,0.6832990718245812,0.6785024605992649,1
,41163.0,dilbert,,2000,2000,0.0,4092,0,0,0,0,2000,10000,0,,,
0,41164.0,fabert,,730,730,70.0,3030,0,0,0,0,800,8237,0,,,
,41165.0,robert,,7200,7200,0.0,2070,0,0,0,0,7200,10000,0,,,
0,41166.0,volkert,,147,147,33.0,23038,0,0,0,0,180,58310,1,0.9885543667578999,0.9878493821016837,1
1,41168.0,jannis,,54,54,0.0,57580,0,0,0,0,54,83733,1,0.7772333333333333,0.7285666666666667,0
0,41169.0,helena,,27,27,0.0,6126,0,0,0,0,27,65196,1,0.9653971708378674,0.9633297062023939,1
0,41228.0,Klaverjas2018,,0,0,32.0,981541,0,0,0,0,32,981541,1,,,
0,41434.0,Click_prediction_small,,2,2,2.0,39948,7,0,7,0,11,39948,1,,,
0,41440.0,okcupid-stem,,106,106,0.0,19114,17,0,6,1,19,50789,1,0.6699796570764313,0.6745713455390875,1
1,41526.0,test_dataset,,51,51,9.0,15136,0,0,0,14,60,15547,1,0.838185421713279,0.7943624752257212,0
0,41671.0,microaggregation2,,10,10,10.0,8964,0,0,0,0,20,20000,1,0.625353159851301,0.6502602230483271,1
0,41672.0,airlines,,28,28,0.0,480528,4,0,2,0,7,539383,1,0.6225666666666667,0.6171333333333333,1
,41708.0,FOREX_eurchf-minute-Close,,,,,,,,,,,,,,,
,41709.0,FOREX_audchf-hour-High,,,,,,,,,,,,,,,
,41710.0,FOREX_eurhkd-minute-High,,,,,,,,,,,,,,,
,41711.0,FOREX_eurusd-minute-Close,,,,,,,,,,,,,,,
,41712.0,FOREX_eurcad-hour-High,,,,,,,,,,,,,,,
,41714.0,FOREX_eurpln-minute-High,,,,,,,,,,,,,,,
,41715.0,FOREX_eurhuf-hour-High,,,,,,,,,,,,,,,
,41717.0,FOREX_usdjpy-minute-High,,,,,,,,,,,,,,,
,41718.0,FOREX_audjpy-hour-High,,,,,,,,,,,,,,,
,41723.0,FOREX_cadchf-hour-High,,,,,,,,,,,,,,,
,41727.0,FOREX_usdcad-hour-Close,,,,,,,,,,,,,,,
,41728.0,FOREX_cadjpy-minute-High,,,,,,,,,,,,,,,
,41729.0,FOREX_chfjpy-minute-Close,,,,,,,,,,,,,,,
,41732.0,FOREX_usdjpy-minute-Close,,,,,,,,,,,,,,,
,41734.0,FOREX_eurpln-hour-Close,,,,,,,,,,,,,,,
,41735.0,FOREX_eurcad-minute-Close,,,,,,,,,,,,,,,
,41736.0,FOREX_eurhuf-hour-Close,,,,,,,,,,,,,,,
,41738.0,FOREX_chfsgd-minute-High,,,,,,,,,,,,,,,
,41739.0,FOREX_eurhkd-hour-High,,,,,,,,,,,,,,,
,41741.0,FOREX_eursgd-minute-High,,,,,,,,,,,,,,,
,41742.0,FOREX_eurgbp-hour-High,,,,,,,,,,,,,,,
,41743.0,FOREX_eurpln-minute-Close,,,,,,,,,,,,,,,
,41745.0,FOREX_chfjpy-minute-High,,,,,,,,,,,,,,,
,41747.0,FOREX_audnzd-minute-Close,,,,,,,,,,,,,,,
,41748.0,FOREX_usddkk-minute-Close,,,,,,,,,,,,,,,
,41749.0,FOREX_gbpusd-minute-High,,,,,,,,,,,,,,,
,41751.0,FOREX_eurnok-minute-Close,,,,,,,,,,,,,,,
,41752.0,FOREX_eurjpy-minute-Close,,,,,,,,,,,,,,,
,41755.0,FOREX_cadchf-minute-Close,,,,,,,,,,,,,,,
,41757.0,FOREX_usdchf-minute-Close,,,,,,,,,,,,,,,
,41758.0,FOREX_eursgd-hour-Close,,,,,,,,,,,,,,,
,41759.0,FOREX_eurtry-hour-High,,,,,,,,,,,,,,,
,41761.0,FOREX_eursek-minute-Close,,,,,,,,,,,,,,,
,41762.0,FOREX_audsgd-hour-Close,,,,,,,,,,,,,,,
,41763.0,FOREX_audcad-hour-High,,,,,,,,,,,,,,,
,41767.0,FOREX_cadjpy-hour-Close,,,,,,,,,,,,,,,
,41768.0,FOREX_eurnok-hour-High,,,,,,,,,,,,,,,
,41770.0,FOREX_audjpy-minute-High,,,,,,,,,,,,,,,
,41771.0,FOREX_eurtry-minute-Close,,,,,,,,,,,,,,,
,41772.0,FOREX_audchf-minute-High,,,,,,,,,,,,,,,
,41773.0,FOREX_eurtry-hour-Close,,,,,,,,,,,,,,,
,41774.0,FOREX_eurhuf-minute-High,,,,,,,,,,,,,,,
,41775.0,FOREX_usdcad-minute-Close,,,,,,,,,,,,,,,
,41776.0,FOREX_eurhkd-minute-Close,,,,,,,,,,,,,,,
,41777.0,FOREX_eurjpy-hour-High,,,,,,,,,,,,,,,
,41778.0,FOREX_eurdkk-minute-High,,,,,,,,,,,,,,,
,41779.0,FOREX_eursek-hour-High,,,,,,,,,,,,,,,
,41780.0,FOREX_usdchf-hour-High,,,,,,,,,,,,,,,
,41781.0,FOREX_audcad-hour-Close,,,,,,,,,,,,,,,
,41782.0,FOREX_usdjpy-hour-Close,,,,,,,,,,,,,,,
,41786.0,FOREX_eurgbp-minute-Close,,,,,,,,,,,,,,,
,41787.0,FOREX_eurpln-hour-High,,,,,,,,,,,,,,,
,41789.0,FOREX_eurnzd-minute-High,,,,,,,,,,,,,,,
,41792.0,FOREX_usdchf-hour-Close,,,,,,,,,,,,,,,
,41793.0,FOREX_eurjpy-minute-High,,,,,,,,,,,,,,,
,41794.0,FOREX_nzdusd-minute-Close,,,,,,,,,,,,,,,
,41795.0,FOREX_gbpusd-minute-Close,,,,,,,,,,,,,,,
,41796.0,FOREX_eurrub-minute-Close,,,,,,,,,,,,,,,
,41798.0,FOREX_usdcad-minute-High,,,,,,,,,,,,,,,
,41799.0,FOREX_eurhkd-hour-Close,,,,,,,,,,,,,,,
,41800.0,FOREX_cadjpy-minute-Close,,,,,,,,,,,,,,,
,41802.0,FOREX_audcad-minute-High,,,,,,,,,,,,,,,
,41804.0,FOREX_gbpusd-hour-Close,,,,,,,,,,,,,,,
,41805.0,FOREX_eurrub-hour-High,,,,,,,,,,,,,,,
,41806.0,FOREX_audjpy-hour-Close,,,,,,,,,,,,,,,
,41807.0,FOREX_nzdusd-minute-High,,,,,,,,,,,,,,,
,41808.0,FOREX_eurgbp-minute-High,,,,,,,,,,,,,,,
,41809.0,FOREX_audusd-minute-High,,,,,,,,,,,,,,,
,41810.0,FOREX_audchf-minute-Close,,,,,,,,,,,,,,,
,41813.0,FOREX_audsgd-minute-Close,,,,,,,,,,,,,,,
,41814.0,FOREX_euraud-minute-Close,,,,,,,,,,,,,,,
,41816.0,FOREX_usddkk-hour-High,,,,,,,,,,,,,,,
,41817.0,FOREX_audusd-minute-Close,,,,,,,,,,,,,,,
,41819.0,FOREX_eurrub-minute-High,,,,,,,,,,,,,,,
,41820.0,FOREX_chfsgd-hour-High,,,,,,,,,,,,,,,
,41822.0,FOREX_audnzd-minute-High,,,,,,,,,,,,,,,
,41823.0,FOREX_eurcad-minute-High,,,,,,,,,,,,,,,
,41824.0,FOREX_eurgbp-hour-Close,,,,,,,,,,,,,,,
,41825.0,FOREX_audnzd-hour-High,,,,,,,,,,,,,,,
,41827.0,FOREX_euraud-hour-Close,,,,,,,,,,,,,,,
,41828.0,FOREX_usdcad-hour-High,,,,,,,,,,,,,,,
,41831.0,FOREX_eurdkk-hour-Close,,,,,,,,,,,,,,,
,41832.0,FOREX_nzdusd-hour-Close,,,,,,,,,,,,,,,
,41833.0,FOREX_cadjpy-hour-High,,,,,,,,,,,,,,,
,41835.0,FOREX_euraud-hour-High,,,,,,,,,,,,,,,
,41836.0,FOREX_cadchf-minute-High,,,,,,,,,,,,,,,
,41837.0,FOREX_audjpy-minute-Close,,,,,,,,,,,,,,,
,41838.0,FOREX_cadchf-hour-Close,,,,,,,,,,,,,,,
,41840.0,FOREX_eurnok-minute-High,,,,,,,,,,,,,,,
,41842.0,FOREX_eurchf-hour-High,,,,,,,,,,,,,,,
,41843.0,FOREX_audusd-hour-High,,,,,,,,,,,,,,,
,41845.0,FOREX_eurusd-minute-High,,,,,,,,,,,,,,,
,41850.0,FOREX_eursek-minute-High,,,,,,,,,,,,,,,
,41851.0,FOREX_usdjpy-hour-High,,,,,,,,,,,,,,,
,41852.0,FOREX_eurchf-minute-High,,,,,,,,,,,,,,,
,41853.0,FOREX_eurnzd-minute-Close,,,,,,,,,,,,,,,
,41854.0,FOREX_audcad-minute-Close,,,,,,,,,,,,,,,
,41855.0,FOREX_eurtry-minute-High,,,,,,,,,,,,,,,
,41856.0,FOREX_eurdkk-hour-High,,,,,,,,,,,,,,,
,41859.0,FOREX_eurnok-hour-Close,,,,,,,,,,,,,,,
,41860.0,FOREX_eurusd-hour-Close,,,,,,,,,,,,,,,
,41861.0,FOREX_euraud-minute-High,,,,,,,,,,,,,,,
,41862.0,FOREX_eurrub-hour-Close,,,,,,,,,,,,,,,
,41865.0,FOREX_audsgd-hour-High,,,,,,,,,,,,,,,
,41869.0,FOREX_eursgd-minute-Close,,,,,,,,,,,,,,,
,41870.0,FOREX_chfjpy-hour-Close,,,,,,,,,,,,,,,
,41871.0,FOREX_usddkk-hour-Close,,,,,,,,,,,,,,,
,41873.0,FOREX_eurusd-hour-High,,,,,,,,,,,,,,,
,41876.0,FOREX_eurdkk-minute-Close,,,,,,,,,,,,,,,
,41877.0,FOREX_eurchf-hour-Close,,,,,,,,,,,,,,,
,41878.0,FOREX_audusd-hour-Close,,,,,,,,,,,,,,,
,41879.0,FOREX_gbpusd-hour-High,,,,,,,,,,,,,,,
,41880.0,FOREX_chfsgd-minute-Close,,,,,,,,,,,,,,,
,41881.0,FOREX_chfjpy-hour-High,,,,,,,,,,,,,,,
,41883.0,FOREX_eurnzd-hour-High,,,,,,,,,,,,,,,
,41884.0,FOREX_nzdusd-hour-High,,,,,,,,,,,,,,,
,41885.0,FOREX_chfsgd-hour-Close,,,,,,,,,,,,,,,
,41886.0,FOREX_eurnzd-hour-Close,,,,,,,,,,,,,,,
,41887.0,FOREX_audsgd-minute-High,,,,,,,,,,,,,,,
,41888.0,FOREX_audchf-hour-Close,,,,,,,,,,,,,,,
,41889.0,FOREX_eurjpy-hour-Close,,,,,,,,,,,,,,,
,41890.0,FOREX_usddkk-minute-High,,,,,,,,,,,,,,,
,41891.0,FOREX_eurcad-hour-Close,,,,,,,,,,,,,,,
,41892.0,FOREX_usdchf-minute-High,,,,,,,,,,,,,,,
,41893.0,FOREX_eursgd-hour-High,,,,,,,,,,,,,,,
,41895.0,FOREX_eurhuf-minute-Close,,,,,,,,,,,,,,,
,41896.0,FOREX_eursek-hour-Close,,,,,,,,,,,,,,,
,41898.0,FOREX_audnzd-hour-Close,,,,,,,,,,,,,,,
,41949.0,FOREX_audnzd-hour-Close,,,,,,,,,,,,,,,
0,41972.0,Indian_pines,,220,220,0.0,5004,0,0,0,0,220,9144,1,0.9199733688415446,0.8754993342210386,1
,41982.0,Kuzushiji-MNIST,,,,0.0,,,,,,,,,,,
,41983.0,CIFAR-100,,,,0.0,,,,,,,,,,,
,41986.0,GTSRB-HOG01,,,,0.0,,,,,,,,,,,
,41988.0,GTSRB-HOG02,,,,0.0,,,,,,,,,,,
,41989.0,GTSRB-HOG03,,,,0.0,,,,,,,,,,,
,41990.0,GTSRB-HueHist,,,,0.0,,,,,,,,,,,
,41991.0,Kuzushiji-49,,,,,,,,,,,,,,,
0,42078.0,beer_reviews,,5,5,3.0,170248,4,0,4,67785,12,1586614,1,0.9914666666666667,0.9735333333333334,1
0,42087.0,beer_reviews,,5,5,3.0,170248,4,0,4,67785,12,1586614,1,0.9917,0.9736333333333334,1
0,42088.0,beer_reviews,,5,5,3.0,170248,4,0,4,67785,12,1586614,1,0.9922,0.9738666666666667,1
0,42089.0,vancouver_employee,,5,5,3.0,170248,4,0,4,67785,12,1586614,1,0.9916666666666667,0.9741333333333333,1
,42132.0,Traffic_violations,,20,56,7.0,812148,31,0,15,607611,42,1578154,1,,,
,42140.0,SVHN_small,,3072,3072,0.0,2946,0,0,0,0,3072,9927,0,,,
,42141.0,SVHN_medium,,3072,3072,0.0,14734,0,0,0,0,3072,49644,0,,,
,42178.0,telco-customer-churn,,,,,,,,,,,,,,,
0,42192.0,compas-two-years,,15,15,4.0,4966,6,0,0,0,13,5278,1,0.6507382550335571,0.6715436241610739,1
0,42193.0,compas-two-years,,15,15,4.0,4966,6,0,0,0,13,5278,1,0.6488590604026845,0.6778523489932887,1
0,42206.0,porto-seguro,,106,106,3.0,12744,25,0,1,461252,37,595212,1,0.5624476987447699,0.5898535564853556,1
0,42252.0,Asteroid_Dataset,,32,36,0.0,276,2,0,1,96,33,126131,0,,,
0,42256.0,Asteroid_Dataset,,32,32,0.0,276,1,0,1,96,33,126131,0,,,
0,42343.0,KDD98,,835,835,11.0,7676,136,21,39,51924,477,82318,1,0.5517151541467651,0.5503256621797655,1
0,42344.0,sf-police-incidents,,46,46,0.0,538638,5,0,1,0,6,538638,1,0.5592666666666667,0.5428666666666667,1
0,42345.0,Traffic_violations,,41,41,0.0,64490,19,0,10,434,20,70340,1,0.5945333333333334,0.5925,1
0,42395.0,SantanderCustomerSatisfaction,,200,200,0.0,40196,1,0,1,0,201,200000,1,0.7928639466581997,0.7787347197967931,1
0,42397.0,CreditCardFraudDetection,,30,30,0.0,984,0,0,0,0,30,284807,1,,,
0,42435.0,SantanderCustomerSatisfaction,,200,200,0.0,40196,1,0,1,0,201,200000,1,0.7868709318939514,0.7709557072551199,1
0,42468.0,hls4ml_lhc_jets_hlf,,16,16,0.0,334250,0,0,0,0,16,830000,1,0.8943333333333333,0.8851333333333333,1
0,42477.0,default-of-credit-card-clients,,20,20,3.0,13272,0,0,0,0,23,30000,1,0.6945253641386238,0.6735308890005023,1
0,42493.0,airlines,,27,27,0.0,24070,5,0,3,0,7,26969,1,0.6262771040058802,0.6195148842337376,1
1,42553.0,BitcoinHeist_Ransomware,,7,7,1.0,24780,1,0,1,0,9,2916697,1,0.8656782549420586,0.661758691206544,0
,42680.0,RelevantImagesDatasetTEST,,,,1.0,,,,,,,,,,,
0,42717.0,Click_prediction_small,,1,1,2.0,39948,6,0,6,0,9,39948,1,,,
,42718.0,BNG(vehicle),,,,2.0,,,,,,,,,,,
0,42732.0,sf-police-incidents,,48,48,0.0,538638,5,0,1,0,8,2215023,1,0.5683666666666667,0.5500333333333334,1
0,42733.0,Click_prediction_small,,2,2,2.0,39948,7,0,7,0,11,39948,1,,,
0,42734.0,okcupid-stem,,106,106,0.0,19114,17,0,6,1,19,50789,1,0.6673060156931125,0.6669572798605058,1
0,42738.0,open_payments,,3,4,0.0,1413,3,0,2,72145,5,73558,1,,,
0,42742.0,porto-seguro,,129,129,6.0,12744,31,0,1,461252,57,595212,1,0.566265690376569,0.5882322175732219,1
0,42746.0,KDDCup99,,40,40,5.0,2144034,9,0,1,0,41,4898431,1,1.0,1.0,1
0,42750.0,Census-Income-KDD,,163,163,4.0,24764,28,0,6,0,41,199523,1,0.8743342892257272,0.8650484773999727,1
,42757.0,KDDCup09-Appetency,,5341,5288,9449.0,0,75,188,22,50000,15000,50000,0,,,
,42758.0,KDDCup09-Churn,,5341,5288,9449.0,0,75,188,22,50000,15000,50000,0,,,
,42759.0,KDDCup09-Upselling,,5341,5288,9449.0,0,75,188,22,50000,15000,50000,0,,,
1,42769.0,Higgs,,24,24,4.0,940160,0,0,0,0,28,1000000,1,0.7159333333333333,0.631,0
,42773.0,KDDCup09-Upselling,,5504,5283,9288.0,0,260,169,39,50000,15000,50000,0,,,
,42774.0,KDDCup09-Appetency,,5504,5283,9288.0,0,260,169,39,50000,15000,50000,0,,,
,42775.0,KDDCup09-Churn,,5504,5283,9288.0,0,260,169,39,50000,15000,50000,0,,,
1,42803.0,road-safety,,29,29,32.0,112272,5,0,5,192603,66,363243,1,0.685,0.5983,0
,42811.0,PCam16k,,,,32.0,,,,,,,,,,,
,42812.0,PCam16k,,,,32.0,,,,,,,,,,,
,42819.0,OxfordPets,,49152,49152,0.0,400,0,0,0,0,49152,7349,0,,,
,42820.0,OxfordPets,,49152,49152,0.0,400,0,0,0,0,49152,7349,0,,,
0,43044.0,drug-directory,,3,12,2.0,120215,14,2,12,0,19,120215,1,,,
0,43051.0,art_daily_nojump4,,1,1,0.0,4032,1,0,1,0,2,4032,1,,,
,43072.0,KDDCup09-Upselling,,5345,5283,9250.0,0,189,258,38,50000,14891,50000,0,,,
,43149.0,StackOverflow-polarity,,,,,,,,,,,,,,,
0,43160.0,StackOverflow-polarity,,0,0,0.0,4423,1,0,1,0,1,4423,1,,,
0,43439.0,Medical-Appointment-No-Shows,,3,4,6.0,110527,4,0,3,0,12,110527,1,,,
0,43489.0,Census-(Augmented),,66,66,0.0,630668,8,0,1,0,14,1000000,1,0.8715,0.8720333333333333,1
0,43551.0,Employee-Turnover-at-TECHCO,,8,8,1.0,988,0,0,0,0,9,34452,1,,,
0,43607.0,WMO-Hurricane-Survival-Dataset,,145,145,0.0,4874,21,0,1,1,22,5021,1,0.5070403280929596,0.5028024606971975,1
0,43890.0,law-school-admission-bianry,,19,19,1.0,13388,5,0,0,0,11,20800,1,1.0,1.0,1
0,43892.0,national-longitudinal-survey-binary,,48,48,3.0,3706,7,0,1,0,16,4908,1,1.0,0.9877697841726618,1
0,43898.0,adult,,66,66,0.0,23362,8,0,1,0,14,48790,1,0.8440165829546361,0.821254883201786,1
0,43900.0,amazon_employee_access,,0,0,0.0,32769,9,0,9,0,9,32769,1,,,
0,43901.0,click_prediction_small,,2,2,2.0,39926,4,0,4,0,8,39926,1,,,
0,43903.0,Diabetes-130-Hospitals_(Fairlearn),,55,55,1.0,22714,16,0,0,0,21,101766,1,0.5904848327715841,0.5928182525278715,1
0,43904.0,law-school-admission-bianry,,21,21,1.0,13388,5,0,0,0,10,20800,1,0.663330843913368,0.6742842917600199,1
0,43915.0,Meta-Album--FLW--(Mini),,1,1,0.0,4080,2,0,1,0,2,4080,1,,,
